Transaction ID,Date,Month,Day,Year,Spending Category,Revenue,Amount Spent,Net Cash Flow,Monthly Budget,Monthly Budget Remaining,Budget Used %,Expense Description,Vendor Name,Vendor City,Vendor State,DMV Local Vendor,Vendor Ownership Classification,Invoice Number,Invoice Date,Payment Due Date,Payment Date,Payment Status,Days to Pay,On-Time Payment,Approval Required,Approval Status,Approver,Receipt Attached,Categorization Status,Automation Status,Duplicate Flag,Large Expense Flag,Category Anomaly Flag,Budget Alert,Review Required,Fair Operations Note,Invoice Reminder Sent,Monthly Report Included
TXN-2026-0062,03/03/2026,3,3,2026,Utilities,14673.35,4654.50,10018.85,100000.00,92117.80,0.0788,Gas utility payment,Dominion Energy Virginia,Richmond,VA,Yes,Not Disclosed,INV-0303-0062,02/26/2026,03/28/2026,03/30/2026,Paid Late,32,No,Yes,Approved,Casey Williams,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,Yes,Yes,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0063,03/04/2026,3,4,2026,Travel,15092.39,415.82,14676.57,100000.00,91701.98,0.0830,Mileage and transit reimbursement,Capital Transit Services,Washington,DC,Yes,Minority-Owned,INV-0304-0063,02/28/2026,03/30/2026,04/02/2026,Paid Late,33,No,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0064,03/05/2026,3,5,2026,Equipment,15126.38,882.06,14244.32,100000.00,90819.92,0.0918,Point-of-sale equipment,District Business Supply,Washington,DC,Yes,Woman-Owned,INV-0305-0064,03/02/2026,04/01/2026,03/05/2026,Paid On Time,3,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Woman-Owned,No,Yes
TXN-2026-0065,03/06/2026,3,6,2026,Operations,16795.43,468.62,16326.81,100000.00,90351.30,0.0965,Routine maintenance services,Capital Operations Group,Washington,DC,Yes,Not Disclosed,INV-0306-0065,03/01/2026,03/31/2026,03/07/2026,Paid On Time,6,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0066,03/07/2026,3,7,2026,—,6228.03,0.00,6228.03,100000.00,90351.30,0.0965,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0067,03/08/2026,3,8,2026,—,7712.21,0.00,7712.21,100000.00,90351.30,0.0965,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0068,03/09/2026,3,9,2026,Marketing,15110.57,3030.12,12080.45,100000.00,87321.18,0.1268,Community outreach materials,Beltway Brand Works,Hyattsville,MD,Yes,Not Disclosed,INV-0309-0068,03/06/2026,04/20/2026,03/17/2026,Paid On Time,11,Yes,Yes,Approved,Casey Williams,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0069,03/10/2026,3,10,2026,Equipment,14460.59,1621.12,12839.47,100000.00,85700.06,0.1430,Networking hardware,Commonwealth Equipment Co.,Alexandria,VA,Yes,Not Disclosed,INV-0310-0069,03/08/2026,04/07/2026,04/13/2026,Paid Late,36,No,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0070,03/11/2026,3,11,2026,Travel,13775.37,1259.89,12515.48,100000.00,84440.17,0.1556,Client meeting transportation,Capital Transit Services,Washington,DC,Yes,Woman-Owned,INV-0311-0070,03/09/2026,04/08/2026,04/03/2026,Paid On Time,25,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Woman-Owned,No,Yes
TXN-2026-0071,03/12/2026,3,12,2026,Software & Subscriptions,14381.46,2276.09,12105.37,100000.00,82164.08,0.1784,Accounting platform subscription,Potomac SaaS Solutions,Bethesda,MD,Yes,Veteran-Owned,INV-0312-0071,03/07/2026,04/21/2026,03/12/2026,Paid On Time,5,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Veteran-Owned,No,Yes
TXN-2026-0072,03/13/2026,3,13,2026,—,16739.68,0.00,16739.68,100000.00,82164.08,0.1784,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0073,03/14/2026,3,14,2026,Miscellaneous,6016.19,4781.85,1234.34,100000.00,77382.23,0.2262,Small business operating expense,Commonwealth Service Hub,Falls Church,VA,Yes,Not Disclosed,INV-0314-0073,03/09/2026,03/24/2026,03/22/2026,Paid On Time,13,Yes,Yes,Approved,Casey Williams,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,Yes,Yes,No,Yes,Local DMV vendor,No,Yes
TXN-2026-0074,03/15/2026,3,15,2026,Software & Subscriptions,6304.15,765.92,5538.23,100000.00,76616.31,0.2338,Cloud hosting and storage,Blue Ridge Digital Tools,Arlington,VA,Yes,Disability-Owned,INV-0315-0074,03/14/2026,04/13/2026,04/08/2026,Paid On Time,25,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Disability-Owned,No,Yes
TXN-2026-0075,03/16/2026,3,16,2026,Utilities,14223.64,1868.30,12355.34,100000.00,74748.01,0.2525,Water and facility utilities,Dominion Energy Virginia,Richmond,VA,Yes,Veteran-Owned,INV-0316-0075,03/11/2026,04/10/2026,03/17/2026,Paid On Time,6,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Veteran-Owned,No,Yes
TXN-2026-0076,03/17/2026,3,17,2026,—,13394.09,0.00,13394.09,100000.00,74748.01,0.2525,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0077,03/18/2026,3,18,2026,Equipment,15807.58,186.38,15621.20,100000.00,74561.63,0.2544,Networking hardware,Commonwealth Equipment Co.,Alexandria,VA,Yes,Not Disclosed,INV-0318-0077,03/13/2026,04/12/2026,04/14/2026,Paid Late,32,No,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0078,03/19/2026,3,19,2026,Payroll,16319.26,4516.02,11803.24,100000.00,70045.61,0.2995,Hourly staff payroll,Internal Payroll,Washington,DC,Yes,Not Disclosed,INV-0319-0078,03/16/2026,04/30/2026,04/03/2026,Paid On Time,18,Yes,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,Yes,No,No,Yes,Local DMV vendor,No,Yes
TXN-2026-0079,03/20/2026,3,20,2026,Payroll,13326.88,3602.24,9724.64,100000.00,66443.37,0.3356,Operations team payroll,Internal Payroll,Washington,DC,Yes,Not Disclosed,INV-0320-0079,03/20/2026,04/04/2026,03/27/2026,Paid On Time,7,Yes,Yes,Approved,Casey Williams,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0080,03/21/2026,3,21,2026,Utilities,6705.37,3486.90,3218.47,100000.00,62956.47,0.3704,Internet and phone service,Pepco,Washington,DC,Yes,Disability-Owned,INV-0321-0080,03/20/2026,04/19/2026,03/25/2026,Paid On Time,5,Yes,Yes,Approved,Taylor Johnson,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Disability-Owned,No,Yes
TXN-2026-0081,03/22/2026,3,22,2026,Software & Subscriptions,6923.83,2500.15,4423.68,100000.00,60456.32,0.3954,Accounting platform subscription,Blue Ridge Digital Tools,Arlington,VA,Yes,Woman-Owned,INV-0322-0081,03/17/2026,04/16/2026,04/05/2026,Paid On Time,19,Yes,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Woman-Owned,No,Yes
TXN-2026-0082,03/23/2026,3,23,2026,—,13876.93,0.00,13876.93,100000.00,60456.32,0.3954,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0083,03/24/2026,3,24,2026,Software & Subscriptions,13007.52,355.00,12652.52,100000.00,60101.32,0.3990,Monthly software licenses,Potomac SaaS Solutions,Bethesda,MD,Yes,Minority-Owned,INV-0324-0083,03/21/2026,05/05/2026,04/17/2026,Paid On Time,27,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0084,03/25/2026,3,25,2026,Software & Subscriptions,14263.65,901.36,13362.29,100000.00,59199.96,0.4080,Cloud hosting and storage,Potomac SaaS Solutions,Bethesda,MD,Yes,Not Disclosed,INV-0325-0084,03/22/2026,04/21/2026,04/04/2026,Paid On Time,13,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0085,03/26/2026,3,26,2026,Equipment,14752.08,194.96,14557.12,100000.00,59005.00,0.4099,Office equipment replacement,District Business Supply,Washington,DC,Yes,Minority-Owned,INV-0326-0085,03/26/2026,04/25/2026,04/18/2026,Paid On Time,23,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0086,03/27/2026,3,27,2026,—,13151.07,0.00,13151.07,100000.00,59005.00,0.4099,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0087,03/28/2026,3,28,2026,Travel,10044.89,2858.67,7186.22,100000.00,56146.33,0.4385,Mileage and transit reimbursement,DMV Mobility Partners,College Park,MD,Yes,Woman-Owned,INV-0328-0087,03/27/2026,04/26/2026,05/06/2026,Paid Late,40,No,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,No,Yes,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0088,03/29/2026,3,29,2026,Software & Subscriptions,6725.81,1845.63,4880.18,100000.00,54300.70,0.4570,Cybersecurity tools,Capital Cloud Systems,Washington,DC,Yes,Woman-Owned,INV-0329-0088,03/24/2026,04/08/2026,03/30/2026,Paid On Time,6,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Woman-Owned,No,Yes
TXN-2026-0089,03/30/2026,3,30,2026,—,16961.59,0.00,16961.59,100000.00,54300.70,0.4570,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0090,03/31/2026,3,31,2026,Utilities,13043.54,3251.24,9792.30,100000.00,51049.46,0.4895,Gas utility payment,Dominion Energy Virginia,Richmond,VA,Yes,Veteran-Owned,INV-0331-0090,03/27/2026,04/26/2026,04/06/2026,Paid On Time,10,Yes,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Veteran-Owned,No,Yes
TXN-2026-0091,04/01/2026,4,1,2026,Office Supplies,14436.19,4678.34,9757.85,100000.00,95321.66,0.0468,Printer and paper supplies,Nova Workspace Goods,Fairfax,VA,Yes,Woman-Owned,INV-0401-0091,03/27/2026,05/11/2026,04/22/2026,Paid On Time,26,Yes,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,Yes,Yes,No,Yes,Local DMV vendor; voluntarily identified as Woman-Owned,No,Yes
TXN-2026-0092,04/02/2026,4,2,2026,—,16189.70,0.00,16189.70,100000.00,95321.66,0.0468,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0093,04/03/2026,4,3,2026,Operations,13945.64,4248.59,9697.05,100000.00,91073.07,0.0893,Facility operations expense,Virginia Business Logistics,Alexandria,VA,Yes,Not Disclosed,INV-0403-0093,04/02/2026,05/02/2026,04/24/2026,Paid On Time,22,Yes,Yes,Approved,Taylor Johnson,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,Yes,No,No,Yes,Local DMV vendor,No,Yes
TXN-2026-0094,04/04/2026,4,4,2026,—,6222.86,0.00,6222.86,100000.00,91073.07,0.0893,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0095,04/05/2026,4,5,2026,—,7582.02,0.00,7582.02,100000.00,91073.07,0.0893,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0096,04/06/2026,4,6,2026,—,16469.83,0.00,16469.83,100000.00,91073.07,0.0893,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0097,04/07/2026,4,7,2026,Payroll,16519.30,1928.82,14590.48,100000.00,89144.25,0.1086,Administrative payroll,Internal Payroll,Washington,DC,Yes,Not Disclosed,INV-0407-0097,04/02/2026,05/17/2026,05/12/2026,Paid On Time,40,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0098,04/08/2026,4,8,2026,Utilities,13134.39,3947.13,9187.26,100000.00,85197.12,0.1480,Water and facility utilities,Pepco,Washington,DC,Yes,Woman-Owned,INV-0408-0098,04/06/2026,05/06/2026,05/08/2026,Paid Late,32,No,Yes,Approved,Casey Williams,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0099,04/09/2026,4,9,2026,Utilities,15001.33,1186.59,13814.74,100000.00,84010.53,0.1599,Internet and phone service,Washington Gas,Washington,DC,Yes,Disability-Owned,INV-0409-0099,04/07/2026,05/22/2026,05/08/2026,Paid On Time,31,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Disability-Owned,No,Yes
TXN-2026-0100,04/10/2026,4,10,2026,Software & Subscriptions,15892.15,4169.24,11722.91,100000.00,79841.29,0.2016,Monthly software licenses,Capital Cloud Systems,Washington,DC,Yes,Not Disclosed,INV-0410-0100,04/10/2026,05/10/2026,05/03/2026,Paid On Time,23,Yes,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,Yes,Yes,No,Yes,Local DMV vendor,No,Yes
TXN-2026-0101,04/11/2026,4,11,2026,Equipment,10414.31,2008.50,8405.81,100000.00,77832.79,0.2217,Computer equipment purchase,Commonwealth Equipment Co.,Alexandria,VA,Yes,Minority-Owned,INV-0411-0101,04/06/2026,05/06/2026,04/18/2026,Paid On Time,12,Yes,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0102,04/12/2026,4,12,2026,Marketing,10483.66,686.34,9797.32,100000.00,77146.45,0.2285,Community outreach materials,Beltway Brand Works,Hyattsville,MD,Yes,Not Disclosed,INV-0412-0102,04/12/2026,05/12/2026,04/20/2026,Paid On Time,8,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0103,04/13/2026,4,13,2026,Software & Subscriptions,17293.76,327.90,16965.86,100000.00,76818.55,0.2318,Accounting platform subscription,Potomac SaaS Solutions,Bethesda,MD,Yes,Minority-Owned,INV-0413-0103,04/13/2026,05/13/2026,04/20/2026,Paid On Time,7,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0104,04/14/2026,4,14,2026,Travel,15660.91,2179.23,13481.68,100000.00,74639.32,0.2536,Client meeting transportation,Capital Transit Services,Washington,DC,Yes,Minority-Owned,INV-0414-0104,04/12/2026,05/12/2026,05/01/2026,Paid On Time,19,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0105,04/15/2026,4,15,2026,Miscellaneous,17378.64,1033.87,16344.77,100000.00,73605.45,0.2639,Community event expense,Commonwealth Service Hub,Falls Church,VA,Yes,Not Disclosed,INV-0415-0105,04/14/2026,05/14/2026,04/18/2026,Paid On Time,4,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0106,04/16/2026,4,16,2026,Equipment,13255.30,4453.92,8801.38,100000.00,69151.53,0.3085,Point-of-sale equipment,DMV Office Tech,Silver Spring,MD,Yes,LGBTQ+-Owned,INV-0416-0106,04/12/2026,05/12/2026,04/19/2026,Paid On Time,7,Yes,Yes,Approved,Casey Williams,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,Yes,Yes,No,Yes,Local DMV vendor; voluntarily identified as LGBTQ+-Owned,No,Yes
TXN-2026-0107,04/17/2026,4,17,2026,Utilities,15441.19,1843.63,13597.56,100000.00,67307.90,0.3269,Water and facility utilities,Washington Gas,Washington,DC,Yes,Not Disclosed,INV-0417-0107,04/14/2026,05/14/2026,04/30/2026,Paid On Time,16,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0108,04/18/2026,4,18,2026,Travel,6514.08,3047.67,3466.41,100000.00,64260.23,0.3574,Local business travel,Capital Transit Services,Washington,DC,Yes,Minority-Owned,INV-0418-0108,04/17/2026,05/17/2026,04/20/2026,Paid On Time,3,Yes,Yes,Approved,Casey Williams,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,No,Yes,No,Yes,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0109,04/19/2026,4,19,2026,Software & Subscriptions,9131.70,2508.12,6623.58,100000.00,61752.11,0.3825,Accounting platform subscription,Blue Ridge Digital Tools,Arlington,VA,Yes,Woman-Owned,INV-0419-0109,04/17/2026,05/02/2026,04/27/2026,Paid On Time,10,Yes,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Woman-Owned,No,Yes
TXN-2026-0110,04/20/2026,4,20,2026,Software & Subscriptions,16042.33,2728.02,13314.31,100000.00,59024.09,0.4098,Accounting platform subscription,Blue Ridge Digital Tools,Arlington,VA,Yes,Woman-Owned,INV-0420-0110,04/19/2026,05/19/2026,05/05/2026,Paid On Time,16,Yes,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Woman-Owned,No,Yes
TXN-2026-0111,04/21/2026,4,21,2026,Office Supplies,13964.10,3299.53,10664.57,100000.00,55724.56,0.4428,Printer and paper supplies,Montgomery Office Market,Rockville,MD,Yes,Minority-Owned,INV-0421-0111,04/19/2026,05/19/2026,05/05/2026,Paid On Time,16,Yes,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0112,04/22/2026,4,22,2026,Software & Subscriptions,17104.34,2038.25,15066.09,100000.00,53686.31,0.4631,Monthly software licenses,Capital Cloud Systems,Washington,DC,Yes,Minority-Owned,INV-0422-0112,04/18/2026,05/03/2026,05/14/2026,Paid Late,26,No,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0113,04/23/2026,4,23,2026,Utilities,16812.39,2148.98,14663.41,100000.00,51537.33,0.4846,Gas utility payment,Washington Gas,Washington,DC,Yes,Not Disclosed,INV-0423-0113,04/19/2026,06/03/2026,05/06/2026,Paid On Time,17,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0114,04/24/2026,4,24,2026,Professional Services,15707.93,2204.30,13503.63,100000.00,49333.03,0.5067,Legal consultation,Potomac Legal & Advisory,Bethesda,MD,Yes,LGBTQ+-Owned,INV-0424-0114,04/21/2026,05/21/2026,04/24/2026,Paid On Time,3,Yes,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as LGBTQ+-Owned,No,Yes
TXN-2026-0115,04/25/2026,4,25,2026,Operations,9225.16,3213.66,6011.50,100000.00,46119.37,0.5388,Routine maintenance services,Maryland Process Partners,College Park,MD,Yes,Minority-Owned,INV-0425-0115,04/23/2026,05/23/2026,05/20/2026,Paid On Time,27,Yes,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0116,04/26/2026,4,26,2026,Miscellaneous,7507.66,1708.63,5799.03,100000.00,44410.74,0.5559,General administrative purchase,Neighborhood Business Market,Washington,DC,Yes,Minority-Owned,INV-0426-0116,04/21/2026,05/21/2026,05/25/2026,Paid Late,34,No,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0117,04/27/2026,4,27,2026,—,16793.06,0.00,16793.06,100000.00,44410.74,0.5559,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0118,04/28/2026,4,28,2026,Utilities,16164.30,835.20,15329.10,100000.00,43575.54,0.5642,Internet and phone service,Washington Gas,Washington,DC,Yes,Disability-Owned,INV-0428-0118,04/27/2026,05/27/2026,05/14/2026,Paid On Time,17,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Disability-Owned,No,Yes
TXN-2026-0119,04/29/2026,4,29,2026,—,13419.34,0.00,13419.34,100000.00,43575.54,0.5642,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0120,04/30/2026,4,30,2026,—,15917.61,0.00,15917.61,100000.00,43575.54,0.5642,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0121,05/01/2026,5,1,2026,—,15243.83,0.00,15243.83,100000.00,100000.00,0.0000,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0122,05/02/2026,5,2,2026,Office Supplies,8831.55,2448.85,6382.70,100000.00,97551.15,0.0245,General office supplies,Montgomery Office Market,Rockville,MD,Yes,Not Disclosed,INV-0502-0122,04/27/2026,05/27/2026,05/16/2026,Paid On Time,19,Yes,No,Auto-Approved,Policy Engine,No,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Local DMV vendor,No,Yes
TXN-2026-0123,05/03/2026,5,3,2026,Marketing,7378.73,4300.87,3077.86,100000.00,93250.28,0.0675,Local event sponsorship,Beltway Brand Works,Hyattsville,MD,Yes,Minority-Owned,INV-0503-0123,05/01/2026,05/16/2026,05/23/2026,Paid Late,22,No,Yes,Approved,Taylor Johnson,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,Yes,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0124,05/04/2026,5,4,2026,—,17061.94,0.00,17061.94,100000.00,93250.28,0.0675,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
